event_id,start_datetime,observed_ae,fitted_ae,calibrated_A,fit_vs_obs_%,cal_vs_obs_%
31,2022-04-25 11:30:00,16.92996453900709,1.0317674061232676e-27,5000.0,-100.0,29433.434570875004
32,2022-04-30 10:50:00,11.465425531914892,1.2524462939890798e-34,5000.0,-100.0,43509.37137555092
33,2022-05-03 03:50:00,53.17972440944881,21.25401459936617,10000.0,-60.0336127436008,18704.159124644186
34,2022-05-05 14:30:00,86.66280041797283,0.0,321.1034392803546,-100.0,270.52049752798155
35,2022-05-06 14:10:00,218.2522756827048,169.67972171227936,169.6797217122794,-22.255233682438313,-22.255233682438302
